CD_CID,DS_CID
D234,Pele do Couro Cabeludo e do Pescoco
D239,Pele Ne
D24,Neopl Benig da Mama
D25,Leiomioma do Utero
D250,Leiomioma Submucoso do Utero
D251,Leiomioma Intramural do Utero
D252,Leiomioma Subseroso do Utero
D259,Leiomioma do Utero Ne
D26,Outr Neopl Benig do Utero
D261,Corpo do Utero
D269,Utero Ne
D27,Neopl Benig do Ovario
D28,Neopl Benig Outr Org Genitais Femin e N
D280,Vulva
D281,Vagina
D29,Neopl Benig dos Orgaos Genitais Masc
D290,Penis
D291,Prostata
D293,Epididimo
D300,Rim
D304,Uretra
D31,Neopl Benig do Olho e Anexos
D310,Conjuntiva
D312,Retina
D316,Orbita Ne
D32,Neopl Benig das Meninges
D320,Meninges Cerebrais
D321,Meninges Espinhais
D329,Meninges Ne
D33,Neopl Benig Encef e Out Part Sist Nerv
D330,Encefalo Supratentorial
D331,Encefalo Infratentorial
D332,Encefalo Ne
D333,Nervos Cranianos
D334,Medula Espinhal
D337,Outr Partes Espec do Sist Nervoso Centr
D339,Sist Nervoso Central Ne
D34,Neopl Benig da Gland Tireoide
D35,Neopl Benig de Outr Gland Endocrinas E
D350,Gland Supra-Renal
D351,Gland Paratireoide
D352,Gland Hipofise
D355,Corpo Carotideo
D356,Corpos Aorticos e Outr Paraganglios
D36,Neopl Benig de Outr Localiz e de Locali
D361,Nervos Perifericos e Sist Nervoso Auton
D369,Neopl Benig de Localiz Ne
D37,Neopl Comp Incerto/Desc Cav Oral e Org
D371,Estomago
D372,Intestino Delgado
D374,Colons
D375,Reto
D376,Figado Vesicula Biliar e Vias Biliares
D377,Outr Orgaos Digestivos
D379,Orgao Digestivo Ne
D38,Neopl Comp Inc/Desc Ouv Med Org Resp In
D380,Laringe
D381,Traqueia Bronquios e Pulmao
D382,Pleura
D383,Mediastino
D386,Orgao Respirat Ne
D39,Neopl Comp Incerto/Desconh Org Genitais
D390,Utero
D391,Ovario
D392,Placenta
D397,Outr Orgaos Genitais Femin
D399,Orgao Genital Femin Ne
D40,Neopl Comp Incerto/Desconh Org Genitais
D400,Prostata
D41,Neopl Comp Incerto/Desconh Orgaos Urina
D410,Rim
D411,Pelve Renal
D413,Uretra
D414,Bexiga
D419,Orgao Urinario Ne
D42,Neopl Comp Incerto/Desconhecido Meninge
D420,Meninges Cerebrais
D421,Meninges Espinhais
D429,Meninges Ne
D43,Neopl Comp Inc/Desc Encefalo Sist Nerv
D430,Encefalo Supratentorial
D431,Encefalo Infratentorial
D432,Encefalo Ne
D434,Medula Espinhal
D437,Outr Partes do Sist Nervoso Central
D439,Sist Nervoso Central Ne
D44,Neopl Comp Incerto/Desconh Gland Endocr
D440,Gland Tireoide
D441,Gland Supra-Renal
D443,Gland Hipofise
D445,Gland Pineal
D448,Compr Pluriglandular
D449,Gland Endocrina Ne
D45,Policitemia Vera
D46,Sindr Mielodisplasicas
D460,Anemia Refrataria s/Sideroblastos
D462,Anemia Refrataria c/Excesso de Blastos
D463,Anemia Refrataria c/Excesso Blastos c/T
D464,Anemia Refrataria Ne
D467,Outr Sindr Mielodisplasicas
D469,Sindr Mielodisplasica Ne
D47,Out Neop Comp Inc/Des Tec Linf Hemat Te
D471,Doenc Mieloproliferativa Cronica
D472,Gamopatia Monoclonal
D473,Trombocitemia Essencial
D477,Out Neop Esp Comp Inc/Des Linf Hemat Te
D479,Neop Comp Inc/Des Tec Linf Hemat Tec Co
D48,Neopl Comp Inc/Desconh Outr Localiz e N
D480,Ossos e Cartilagens Articulares
D481,Tec Conjuntivo e Outr Tec Moles
D482,Nervos Perifericos e Sist Nervoso Perif
D483,Retroperitonio
D485,Pele
D486,Mama
D487,Outr Localiz Espec
D489,Neopl Comp Incerto/Desconhecido s/Outr
D50,Anemia p/Defic de Ferro
D500,Anemia p/Defic Ferro Secund Perda de Sa
D508,Outr Anemias p/Defic de Ferro
D509,Anemia p/Defic de Ferro Ne
D51,Anemia p/Defic de Vitamina B12
D510,Anemia p/Defic Vit B12 Dev Defic Fat In
D511,Anemia Def Vit B12 Ma-Abs Sel Vit B12 C
D521,Anemia p/Defic de Folato Induz p/Drogas
D528,Outr Anemias p/Defic de Folato
D53,Outr Anemias Nutricionais
D531,Outr Anemias Megaloblasticas Ncop
D539,Anemia Nutricional Ne
D550,Anemia Dev Defic Glicose-6-Fosfato-Desi
D559,Anemia Dev Transt Enzimatico Ne
D56,Talassemia
D560,Talassemia Alfa
D561,Talassemia Beta
D57,Transt Falciformes
D570,Anemia Falciforme c/Crise
D571,Anemia Falciforme s/Crise
D572,Transt Falciformes Heterozigoticos Dupl
D578,Outr Transt Falciformes
D58,Outr Anemias Hemoliticas Hereditarias
D580,Esferocitose Hereditaria
D582,Outr Hemoglobinopatias
D589,Anemia Hemolitica Hereditaria Ne
D59,Anemia Hemolitica Adquir
D591,Outr Anemias Hemoliticas Auto-Imunes
D593,Sindr Hemolitico-Uremica
D595,Hemoglobinuria Paroxistica Noturna
D599,Anemia Hemolitica Adquir Ne
D60,Aplasia Pura da Serie Vermelha Adquir
D608,Outr Aplasias Puras Adq Serie Vermelha
D609,Aplasia Pura Adquir Ne da Serie Vermelh
D61,Outr Anemias Aplasticas
D610,Anemia Aplastica Constitucional
D613,Anemia Aplastica Idiopatica
D619,Anemia Aplastica Ne
D62,Anemia Aguda Pos-Hemorragica
D63,Anemia em Doenc Cronicas Cop
D638,Anemia em Outr Doenc Cop
D64,Outr Anemias
D640,Anemia Sideroblastica Hereditaria
D648,Outr Anemias Espec
D649,Anemia Ne
D65,Coagulacao Intravascular Disseminada
D66,Defic Hereditaria do Fator Viii
D68,Outr Defeitos da Coagulacao
D680,Doenc de Von Willebrand
D682,Defic Hereditaria Outr Fatores de Coagu
D688,Outr Defeitos Espec da Coagulacao
D689,Defeito de Coagulacao Ne
D69,Purpura e Outr Afeccoes Hemorragicas
D690,Purpura Alergica
D691,Defeitos Qualitativos das Plaquetas
D693,Purpura Trombocitopenica Idiopatica
D694,Outr Trombocitopenia Prim
D696,Trombocitopenia Ne
D698,Outr Afeccoes Hemorragicas Espec
D70,Agranulocitose
D72,Outr Transt dos Globulos Brancos
D721,Eosinofilia
D728,Outr Transt Espec dos Globulos Brancos
D729,Transt Ne dos Globulos Brancos
D73,Doenc do Baco
D730,Hipoesplenismo
D732,Esplenomegalia Congestiva Cronica
D735,Infarto do Baco
D738,Outr Doenc do Baco
D75,Outr Doenc Sangue e Orgaos Hematopoetic
D751,Policitemia Secund
D752,Trombocitose Essencial
D758,Outr Doenc Espec Sangue e Org Hematopoe
D759,Doenc Ne do Sangue e Orgaos Hematopoeti
D76,Alg Doenc Q Env Tec Linforr e Sist Reti
D760,Histiocitose das Celulas de Langerhans
D763,Outr Sindr Histiociticas
D77,Outr Transt Sangue e Org Hematop Doenc
D80,Imunodefic c/Predom Defeitos Anticorpos
D800,Hipogamaglobulinemia Hereditaria
D811,Imunodef Comb Grave c/Num Baixos Celula
D821,Sindr de Di George
D822,Imunodeficiencia c/Encurtamento de Memb
D824,Sindr da Hiperimunoglobulina E
D83,Imunodeficiencia Comum Variavel
D830,Imunodef com Var Predom Anorm Num Func
D838,Outr Imunodeficiencias Comuns Variaveis
D84,Outr Imunodeficiencias
D841,Defeitos no Sist Complemento
D849,Imunodeficiencia Ne
D86,Sarcoidose
D860,Sarcoidose do Pulmao
D862,Sarcoidose Pulmao c/Sarcoidose Gangl Li
D863,Sarcoidose da Pele
D868,Sarcoidose Outr Locais Espec e Combinad
D869,Sarcoidose Ne
D89,Outr Transt Q Comprom Mecanismo Imunit
D891,Crioglobulinemia
E012,Bocio Ne p/Defic de Iodo
E02,Hipotireoidismo Subclinico p/Defic de I
E03,Outr Hipotireoidismos
E030,Hipotireoidismo Congen c/Bocio Difuso
E031,Hipotireoidismo Congen s/Bocio
E032,Hipotireoidismo Dev Medic Outr Subst Ex
E033,Hipotireoidismo Pos-Infecc
E038,Outr Hipotireoidismos Espec
E039,Hipotireoidismo Ne
E04,Outr Bocios Nao-Toxicos
E040,Bocio Nao-Toxico Difuso
E041,Bocio Nao-Toxico Uninodular
E042,Bocio Nao-Toxico Multinodular
E049,Bocio Nao-Toxico Ne
E05,Tireotoxicose
E050,Tireotoxicose c/Bocio Difuso
E052,Tireotoxicose c/Bocio Toxico Multinodul
E055,Crise ou Tempestade Tireotoxica
E058,Outr Tireotoxicoses
E059,Tireotoxicose Ne
E06,Tireoidite
E060,Tireoidite Aguda
E069,Tireoidite Ne
E07,Outr Transt da Tireoide
E078,Outr Transt Espec da Tireoide
E079,Transt Ne da Tireoide
E10,Diabetes Mellitus Insulino-Dependente
E100,c/Coma
E101,c/Cetoacidose
E102,c/Compl Renais
E103,c/Compl Oftalmicas
E104,c/Compl Neurologicas
E105,c/Compl Circulatorias Perifericas
E106,c/Outr Compl Espec
E107,c/Complic Mult
E108,c/Compl Ne
E109,s/Complic
E11,Diabetes Mellitus Nao-Insulino-Dependem
E110,c/Coma
E111,c/Cetoacidose
E112,c/Compl Renais
E113,c/Compl Oftalmicas
E114,c/Compl Neurologicas
E115,c/Compl Circulatorias Perifericas
E116,c/Outr Compl Espec
E117,c/Complic Mult
E118,c/Compl Ne
E119,s/Complic
E120,c/Coma
E123,c/Compl Oftalmicas
E125,c/Compl Circulatorias Perifericas
E13,Outr Tipos Espec de Diabetes Mellitus
E131,c/Cetoacidose
E135,c/Compl Circulatorias Perifericas
E136,c/Outr Compl Espec
E138,c/Compl Ne
E139,s/Complic
E14,Diabetes Mellitus Ne
E140,c/Coma
E141,c/Cetoacidose
E142,c/Compl Renais
E143,c/Compl Oftalmicas
E144,c/Compl Neurologicas
E145,c/Compl Circulatorias Perifericas
E146,c/Outr Compl Espec
E147,c/Complic Mult
E148,c/Compl Ne
E149,s/Complic
E15,Coma Hipoglicemico Nao-Diabetico
E161,Outr Hipoglicemia
E162,Hipoglicemia Ne
E168,Outr Transt Espec Secrecao Pancreatica
E20,Hipoparatireoidismo
E201,Pseudohipoparatireoidismo
E21,Hiperparatireoid e Out Transt Gland Par
E210,Hiperparatireoidismo Prim
E213,Hiperparatireoidismo Ne
E214,Outr Transt Espec da Gland Paratireoide
E215,Transt Ne da Gland Paratireoide
E22,Hiperfuncao da Hipofise
E220,Acromegalia e Gigantismo Hipofisario
E221,Hiperprolactinemia
E228,Outr Hiperfuncoes da Hipofise
E23,Hipofuncao e Outr Transt da Hipofise
E230,Hipopituitarismo
E232,Diabetes Insipido
E236,Outr Transt da Hipofise
E24,Sindr de Cushing
E240,Sindr de Cushing Dependente da Hipofise
E242,Sindr de Cushing Induz p/Droga
E248,Outr Sindr de Cushing
E25,Transt Adrenogenitais
E250,Transt Adrenogen Congen Assoc Defic Enz
E260,Hiperaldosteronismo Prim
E268,Outr Hiperaldosteronismo
E27,Outr Transt da Gland Supra-Renal
E271,Insuf Adrenocortical Prim
E272,Crise Addisoniana
E274,Outr Insuf Adrenocorticais e as Ne
E279,Transt Ne da Supra-Renal
E282,Sindr do Ovario Policistico
E29,Disfuncao Testicular
E291,Hipofuncao Testicular
E318,Outr Disfuncao Poliglandular
E32,Doenc do Timo
E328,Outr Doenc do Timo
E340,Sindr Carcinoide
E343,Nanismo Ncop
E35,Transt das Gland Endocrinas em Doenc Co
E350,Transt da Gland Tireoide em Doenc Cop
E358,Transt de Outr Gland Endocrinas em Doen
E43,Desnutric Proteico-Calorica Grave Ne
E46,Desnutric Proteico-Calorica Ne
E51,Defic de Tiamina
E511,Beriberi
E512,Encefalopatia de Wernicke
E52,Defic de Niacina
E53,Defic de Outr Vitaminas do Grupo B
E55,Defic de Vitamina D
E56,Outr Defic Vitaminicas
E611,Defic de Ferro
E63,Outr Defic Nutricionais
E649,Sequelas de Defic Nutricional Ne
E65,Adiposidade Localizada
E66,Obesidade
E660,Obesidade Dev Excesso de Calorias
E661,Obesidade Induz p/Drogas
E662,Obesidade Extrema c/Hipoventilacao Alve
E668,Outr Obesidade
E669,Obesidade Ne
E673,Hipervitaminose D
E68,Sequelas de Hiperalimentacao
E70,Disturbios Metabolism Aminoacidos Aroma
E700,Fenilcetonuria Classica
E703,Albinismo
E713,Disturbios do Metabolismo de Acidos Gra
E720,Disturbios do Transporte de Aminoacidos
E73,Intolerancia a Lactose
E740,Doenc de Deposito de Glicogenio
E75,Disturb Metab Esfingolip e Outr Depos L
E752,Outr Esfingolipidoses
E756,Disturbio Ne do Deposito de Lipides
E761,Mucopolissacaridose do Tipo Ii
E762,Outr Mucopolissacaridoses
E77,Disturbios do Metabolismo de Glicoprote
E78,Disturbios Metab Lipoproteinas e Out Li
E780,Hipercolesterolemia Pura
E781,Hipergliceridemia Pura
E782,Hiperlipidemia Mista
E79,Disturbios Metabolismo Purina e Pirimid
E790,Hiperuric s/Sinais Artrite Infl Doenc T
E80,Disturbios Metab Porfirina e Bilirrubin
E801,Porfiria Cutanea Tard
E802,Outr Porfirias
E83,Disturbios do Metabolismo de Minerais
E830,Disturbios do Metabolismo do Cobre
E831,Doenc do Metabolismo do Ferro
E835,Disturbios do Metabolismo do Calcio
E84,Fibrose Cistica
E848,Fibrose Cistica c/Outr Manifestacoes
E85,Amiloidose
E850,Amiloidose Heredofamiliar Nao-Neuropati
E851,Amiloidose Heredofamiliar Neuropatica
E852,Amiloidose Heredofamiliar Ne
E853,Amiloidose Sistemica Secund
E86,Deplecao de Volume
E87,Outr Transt Equil Hidroeletr e Acido-Ba
E871,Hiposmolaridade e Hiponatremia
E876,Hipopotassemia
E88,Outr Disturbios Metabolicos
E881,Lipodistrofia Ncop
E882,Lipomatose Ncop
E889,Disturbio Metabolico Ne
E890,Hipotireoidismo Pos-Proced
E891,Hipoinsulinemia Pos-Proced
E892,Hipoparatireoidismo Pos-Proced
E90,Transt Nutricionais e Metab em Doenc Co
F00,Demencia na Doenc de Alzheimer
F000,Demencia Doenc Alzheimer Inicio Precoce
F001,Demencia Doenc Alzheimer Inicio Tard
F002,Demencia Doenc Alzheimer Form Atipica M
F009,Demencia Ne na Doenc de Alzheimer
F01,Demencia Vascular
F011,Demencia p/Infartos Mult
F012,Demencia Vascular Subcortical
F013,Demencia Vascular Mista Cortical Subcor
F018,Outr Demencia Vascular
F019,Demencia Vascular Ne
F02,Demencia em Outr Doenc Cop
F020,Demencia da Doenc de Pick
F022,Demencia na Doenc de Huntington
F024,Demencia na Doenc do Hiv
F028,Demencia em Outr Doenc Espec Cop
F03,Demencia Ne
F04,Sindr Amnes Org N Ind Alcool Out Subst
F05,Delirium nao Induz Alcool Outr Subst Ps
F059,Delirium Ne
F06,Outr Transt Ment Lesao Disf Cereb Doenc
F060,Alucinose Organica
F062,Transt Delirante Organico
F063,Transt do Humor Organicos
F064,Transt da Ansiedade Organicos
F065,Transt Dissociativo Organico
F066,Transt de Labilidade Emocional Organico
F067,Transt Cognitivo Leve
F068,Out Trans Ment Esp Dev Les Disf Cer Doe
F069,Transt Ment Ne Dev Lesao Disf Cereb Doe
F07,Transt Pers Comport Dev Doen Lesao Disf
F071,Sindr Pos-Encefalitica
F072,Sindr Pos-Traum
F078,Out Trans Org Pers Comp Doen Cer Lesao
F079,Transt Org Ne Pers Comp Doen Cer Lesao
F09,Transt Mental Organico ou Sintomatico N
F10,Transt Mentais Comport Dev Uso Alcool
F100,Intox Aguda
F101,Uso Nocivo p/A Saude
F102,Sindr de Dependencia
F103,Sindr de Abstinencia
F104,Sindr de Abstinencia c/Delirium
F105,Transt Psicotico
F106,Sindr Amnesica
F107,Trans Psicotico Residual Instalacao Tar
F108,Outr Transt Mentais ou Comport
F109,Transt Mental ou Comport Ne
F11,Transt Mentais e Comport Dev Uso de Opi
F111,Uso Nocivo p/A Saude
F112,Sindr de Dependencia
F113,Sindr de Abstinencia
F119,Transt Mental ou Comport Ne
F12,Transt Mentais Comport Dev Uso Canabino
F121,Uso Nocivo p/A Saude
F122,Sindr de Dependencia
F123,Sindr de Abstinencia
F125,Transt Psicotico
F128,Outr Transt Mentais ou Comport
F13,Transt Mentais Comport Dev Uso Sedat Hi
F130,Intox Aguda
F131,Uso Nocivo p/A Saude
F132,Sindr de Dependencia
F14,Transt Mentais e Comport Dev Uso da Coc
F140,Intox Aguda
F141,Uso Nocivo p/A Saude
F142,Sindr de Dependencia
F143,Sindr de Abstinencia
F145,Transt Psicotico
F147,Trans Psicotico Residual Instalacao Tar
F148,Outr Transt Mentais ou Comport
F149,Transt Mental ou Comport Ne
F15,Transt Ment Comp Uso Outr Estim Incl Ca
F155,Transt Psicotico
F157,Trans Psicotico Residual Instalacao Tar
F16,Transt Mentais Comport Dev Uso Alucinog
F167,Trans Psicotico Residual Instalacao Tar
F17,Transt Mentais e Comport Dev Uso de Fum
F171,Uso Nocivo p/A Saude
F172,Sindr de Dependencia
F182,Sindr de Dependencia
F189,Transt Mental ou Comport Ne
F19,Transt Ment Comp Mult Drog Out Subst Ps
F190,Intox Aguda
F191,Uso Nocivo p/A Saude
F192,Sindr de Dependencia
F193,Sindr de Abstinencia
F194,Sindr de Abstinencia c/Delirium
F195,Transt Psicotico
F196,Sindr Amnesica
F197,Trans Psicotico Residual Instalacao Tar
F198,Outr Transt Mentais ou Comport
F199,Transt Mental ou Comport Ne
F20,Esquizofrenia
F200,Esquizofrenia Paranoide
F201,Esquizofrenia Hebefrenica
F202,Esquizofrenia Catatonica
F203,Esquizofrenia Indiferenciada
F204,Depressao Pos-Esquizofrenica
F205,Esquizofrenia Residual
F206,Esquizofrenia Simples
F208,Outr Esquizofrenias
F209,Esquizofrenia Ne
F21,Transt Esquizotipico
F22,Transt Delirantes Persistentes
F220,Transt Delirante
F228,Outr Transt Delirantes Persistentes
F229,Transt Delirante Persistente Ne
F23,Transt Psicoticos Agudos e Transitorios
F230,Transt Psicot Agudo Polimorf s/Sint Esq
F231,Transt Psicot Agudo Polimorf c/Sint Esq
F232,Transt Psicotico Agudo Tipo Esquizofren
F233,Outr Transt Psicot Agudos Essenc Delira
F238,Outr Transt Psicoticos Agudos e Transit
F239,Transt Psicotico Agudo e Transitorio Ne
F24,Transt Delirante Induz
F25,Transt Esquizoafetivos
F250,Transt Esquizoafetivo do Tipo Maniaco
F251,Transt Esquizoafetivo do Tipo Depressiv
F252,Transt Esquizoafetivo do Tipo Misto
F258,Outr Transt Esquizoafetivos
F259,Transt Esquizoafetivo Ne
F28,Outr Transt Psicoticos Nao-Organicos
F29,Psicose Nao-Organica Ne
F30,Episodio Maniaco
F300,Hipomania
F301,Mania s/Sint Psicoticos
F302,Mania c/Sint Psicoticos
F308,Outr Episodios Maniacos
F309,Episodio Maniaco Ne
F31,Transt Afetivo Bipolar
F310,Transt Afet Bipolar Episodio Atual Hipo
F311,Trans Afet Bip Epis Atual Man s/Sint Ps
F312,Trans Afet Bip Epis Atual Man c/Sint Ps
F313,Trans Afet Bip Epis Atual Depr Leve/ Mo
F314,Trans Afet Bip Atual Depr Grav s/Sint P
F315,Trans Afet Bip Atual Depr Grav c/Sint P
F316,Transt Afetivo Bipolar Episodio Atual M
F317,Transt Afet Bipolar Atualmente em Remis
F318,Outr Transt Afetivos Bipolares
F319,Transt Afetivo Bipolar Ne
F32,Episodios Depressivos
F320,Episodio Depressivo Leve
F321,Episodio Depressivo Moderado
F322,Episodio Depressivo Grave s/Sint Psicot
F323,Episodio Depressivo Grave c/Sint Psicot
F328,Outr Episodios Depressivos
F329,Episodio Depressivo Ne
F33,Transt Depressivo Recorrente
F330,Transt Depressivo Recorr Episodio Atual
F331,Transt Depress Recorr Episodio Atual Mo
F332,Trans Depr Recor Epis Atual Grav s/Sint
F333,Trans Depr Recor Epis Atual Grav c/Sint
F334,Transt Depress Recorr Atualmente em Rem
F338,Outr Transt Depressivos Recorrentes
F339,Transt Depressivo Recorrente s/Especifi
F34,Transt de Humor Persistentes
F340,Ciclotimia
F341,Distimia
F348,Outr Transt do Humor Persistentes
F349,Transt do Humor Persistente Ne
F38,Outr Transt do Humor
F380,Outr Transt do Humor Isolados
F381,Outr Transt do Humor Recorrentes
F388,Outr Transt Espec do Humor
F39,Transt do Humor Ne
F40,Transt Fobico-Ansiosos
F400,Agorafobia
F401,Fobias Sociais
F402,Fobias Especificas
F408,Outr Transt Fobico-Ansiosos
F409,Transt Fobico-Ansioso Ne
F41,Outr Transt Ansiosos
F410,Transt de Panico
F411,Ansiedade Generalizada
F412,Transt Misto Ansioso e Depressivo
F413,Outr Transt Ansiosos Mistos
F418,Outr Transt Ansiosos Espec
F419,Transt Ansioso Ne
F42,Transt Obsessivo-Compulsivo
F420,com Predom Ideias ou Ruminacoes Obsessi
F421,com Predom de Comport Compulsivos
F422,Form Mista c/Ideias Obsess e Comport Co
F428,Outr Transt Obsessivo-Compulsivos
F429,Transt Obsessivo-Compulsivo Ne
F43,Reacoes ao Stress Grave e Transt Adapta
F430,Reacao Aguda ao Stress
F431,Estado de Stress Pos-Traum
F432,Transt de Adaptacao
F438,Outr Reacoes ao Stress Grave
F439,Reacao Ne a Um Stress Grave
F44,Transt Dissociativos
F440,Amnesia Dissociativa
F441,Fuga Dissociativa
F443,Estados de Transe e de Possessao
F444,Transt Dissociativos do Movimento
F445,Convulsoes Dissociativas
F447,Transt Dissociativo Misto
F448,Outr Transt Dissociativos
F449,Transt Dissociativo Ne
F45,Transt Somatoformes
F450,Transt de Somatizacao
F451,Transt Somatoforme Indiferenciado
F452,Transt Hipocondriaco
F453,Transt Neurovegetativo Somatoforme
F454,Transt Doloroso Somatoforme Persistente
F458,Outr Transt Somatoformes
F459,Transt Somatoforme Ne
F48,Outr Transt Neuroticos
F480,Neurastenia
F481,Sindr de Despersonalizacao-Desrealizaca
F488,Outr Transt Neuroticos Espec
F50,Transt da Alimentacao
F500,Anorexia Nervosa
F502,Bulimia Nervosa
F503,Bulimia Nervosa Atipica
F51,Transt Nao-Organicos Sono Dev Fat Emoci
F510,Insonia Nao-Organica
F511,Hipersonia Nao-Organica
F512,Transt Ciclo Vigilia-Sono Dev Fat Nao-O
F514,Terrores Noturnos
F519,Transt do Sono Dev Fatores Nao-Organico
F522,Falha de Resposta Genital
F53,Transt Mentais Comport Assoc Puerperio
F530,Transt Ment Comport Leves Assoc Puerp N
F531,Transt Ment Comport Graves Assoc Puerp
F538,Outr Transt Mentais Comport Assoc Puerp
F539,Transt Mental e Comport Assoc Puerperio
F54,Fat Psicolog Comport Assoc Doenc Transt
F55,Abuso de Subst Que nao Produzem Depende
F60,Transt Especificos da Personalidade
F600,Personalidade Paranoica
F601,Personalidade Esquizoide
F602,Personalidade Dissocial
F603,Transt de Personalidade c/Instab Emocio
F604,Personalidade Histrionica
F605,Personalidade Anancastica
F606,Personalidade Ansiosa
F607,Personalidade Dependente
F608,Outr Transt Especificos da Personalidad
F609,Transt Ne da Personalidade
F61,Transt Mistos Personal Outr Transt Pers
F620,Modif Durad Personalid Apos Exper Catas
F63,Transt dos Habitos e dos Impulsos
F630,Jogo Patologico
F633,Tricotilomania
F638,Outr Transt dos Habitos e dos Impulsos
F639,Transt dos Habitos e Impulsos Ne
F64,Transt da Identidade Sexual
F640,Transexualismo
F69,Transt Personalidade e Comport Adulto N
F70,Retardo Mental Leve
F700,Mencao Ausencia de ou Compr Minimo Comp
F701,Compr Signif Comport Req Vigilancia Ou
F708,Outr Comprometimentos do Comport
F709,s/Mencao de Compr do Comport
F71,Retardo Mental Moderado
F710,Mencao Ausencia de ou Compr Minimo Comp
F711,Compr Signif Comport Req Vigilancia Ou
F718,Outr Comprometimentos do Comport
F719,s/Mencao de Compr do Comport
F72,Retardo Mental Grave
F720,Mencao Ausencia de ou Compr Minimo Comp
F721,Compr Signif Comport Req Vigilancia Ou
F728,Outr Comprometimentos do Comport
F73,Retardo Mental Profundo
F730,Mencao Ausencia de ou Compr Minimo Comp
F731,Compr Signif Comport Req Vigilancia Ou
F738,Outr Comprometimentos do Comport
F739,s/Mencao de Compr do Comport
F78,Outr Retardo Mental
F780,Mencao Ausencia de ou Compr Minimo Comp
F781,Compr Signif Comport Req Vigilancia Ou
F79,Retardo Mental Ne
F790,Mencao Ausencia de ou Compr Minimo Comp
F791,Compr Signif Comport Req Vigilancia Ou
F798,Outr Comprometimentos do Comport
F799,s/Mencao de Compr do Comport
F80,Transt Especificos Desenvolv Fala Lingu
F800,Transt Especifico da Articulacao da Fal
F801,Transt Expressivo de Linguagem
F808,Outr Transt Desenvolv Fala ou Linguagem
F809,Transt Ne do Desenvolv da Fala ou Lingu
F81,Transt Especif Desenvolv Habilidade Esc
F810,Transt Especifico de Leitura
F813,Transt Misto de Habilidades Escolares
F818,Outr Transt do Desenvolv Habilidade Esc
F819,Transt Ne do Desenvolv Habilidades Esco
F82,Transt Especifico do Desenvolv Motor
F83,Transt Especificos Misto do Desenvolv
F84,Transt Globais do Desenvolv
F840,Autismo Infantil
